,Prob,Features,Class,Direction,Section
40,0.3363100393178267,vs,99231,Bottom,Evaluation and management
41,0.3365529077954579,included,99231,Bottom,Evaluation and management
42,0.3374270427464499,mri,99231,Bottom,Evaluation and management
43,0.3374492813645069,pump,99231,Bottom,Evaluation and management
44,0.338794837370701,painful,99231,Bottom,Evaluation and management
45,0.33902410983879283,discharge medicine,99231,Bottom,Evaluation and management
46,0.3391667286951182,fibrino,99231,Bottom,Evaluation and management
47,0.3406803412941814,past,99231,Bottom,Evaluation and management
48,0.3411914523384506,sepsis,99231,Bottom,Evaluation and management
49,0.3425157013081969,severe,99231,Bottom,Evaluation and management
50,0.3428182806040353,operative note,99231,Bottom,Evaluation and management
51,0.34345647373571214,confirmed,99231,Bottom,Evaluation and management
52,0.34347825292625167,increased,99231,Bottom,Evaluation and management
53,0.3448096091732024,note,99231,Bottom,Evaluation and management
54,0.3459812871375466,valve repair,99231,Bottom,Evaluation and management
55,0.34608521847761536,disease coronary,99231,Bottom,Evaluation and management
56,0.347061547538381,biopsy,99231,Bottom,Evaluation and management
57,0.34713513024989073,blood fibrino,99231,Bottom,Evaluation and management
58,0.34721734061470305,call dr,99231,Bottom,Evaluation and management
59,0.3474190458323607,dictated operative,99231,Bottom,Evaluation and management
60,0.3477223629286984,metastatic,99231,Bottom,Evaluation and management
61,0.3484428601805727,bromide,99231,Bottom,Evaluation and management
62,0.3485407444347823,middle,99231,Bottom,Evaluation and management
63,0.3485952877633091,bleeding,99231,Bottom,Evaluation and management
64,0.3491165925424703,unchanged,99231,Bottom,Evaluation and management
65,0.34918094975751357,ventilator,99231,Bottom,Evaluation and management
66,0.34953039278294057,family history,99231,Bottom,Evaluation and management
67,0.35059421815358804,levofloxacin,99231,Bottom,Evaluation and management
68,0.3512736256560996,past medical,99231,Bottom,Evaluation and management
69,0.35185818776842975,graft ramus,99231,Bottom,Evaluation and management
70,0.35329968033947895,syringe,99231,Bottom,Evaluation and management
71,0.3533181099937442,hypertension hypercholesterolemia,99231,Bottom,Evaluation and management
72,0.3535936179498579,hypotension,99231,Bottom,Evaluation and management
73,0.35457379567376984,intubation,99231,Bottom,Evaluation and management
74,0.3553300030544248,inhalation hours,99231,Bottom,Evaluation and management
75,0.3562325641993069,consolidation,99231,Bottom,Evaluation and management
76,0.3565435280204189,ld,99231,Bottom,Evaluation and management
77,0.3568649974128915,obesity,99231,Bottom,Evaluation and management
78,0.3569960437133318,secondary,99231,Bottom,Evaluation and management
79,0.35780207493160826,segment,99231,Bottom,Evaluation and management
80,0.3579366723263666,mg qd,99231,Bottom,Evaluation and management
81,0.35854674987091817,sterile,99231,Bottom,Evaluation and management
82,0.35862960385806875,slow,99231,Bottom,Evaluation and management
83,0.35883927916485536,rx,99231,Bottom,Evaluation and management
84,0.3588791940956027,dx,99231,Bottom,Evaluation and management
85,0.35964891590759474,art po,99231,Bottom,Evaluation and management
86,0.3598615221468098,disp refills,99231,Bottom,Evaluation and management
87,0.3601435620436422,infection,99231,Bottom,Evaluation and management
88,0.3604088964176815,lactate pm,99231,Bottom,Evaluation and management
89,0.36042678371531023,lobe,99231,Bottom,Evaluation and management
90,0.36043630314085084,within,99231,Bottom,Evaluation and management
91,0.3606038220805522,invasive,99231,Bottom,Evaluation and management
92,0.3609156680382318,ns,99231,Bottom,Evaluation and management
93,0.36112865966031343,hip,99231,Bottom,Evaluation and management
94,0.3611453871685412,new,99231,Bottom,Evaluation and management
95,0.36116768721158776,base,99231,Bottom,Evaluation and management
96,0.3613357650452224,endoscopic,99231,Bottom,Evaluation and management
97,0.3619501790052839,xs pm,99231,Bottom,Evaluation and management
98,0.36195245984844554,hypoxic,99231,Bottom,Evaluation and management
99,0.3620987977394021,labetalol,99231,Bottom,Evaluation and management
0,0.8134336235633226,renal,99231,Top,Evaluation and management
1,0.7468100329444277,renal insufficiency,99231,Top,Evaluation and management
2,0.7441944641441837,bruit,99231,Top,Evaluation and management
3,0.7428200918090564,hemodialysis,99231,Top,Evaluation and management
4,0.7369972922721479,catheterization,99231,Top,Evaluation and management
5,0.7293588622129997,stress,99231,Top,Evaluation and management
6,0.7243737266723199,main,99231,Top,Evaluation and management
7,0.7224279523032107,mi,99231,Top,Evaluation and management
8,0.7086154875966093,hospital,99231,Top,Evaluation and management
9,0.7054754681718759,vessel,99231,Top,Evaluation and management
10,0.7050882863679895,stenosis,99231,Top,Evaluation and management
11,0.7025440439362545,vital signs,99231,Top,Evaluation and management
12,0.7001987054582337,collar,99231,Top,Evaluation and management
13,0.6989791004889739,ejection,99231,Top,Evaluation and management
14,0.6986080189187094,vital,99231,Top,Evaluation and management
15,0.6980278062537366,chronic renal,99231,Top,Evaluation and management
16,0.6963039232601471,artery,99231,Top,Evaluation and management
17,0.6958237796556405,mg lipitor,99231,Top,Evaluation and management
18,0.6938666203549729,aspirin mg,99231,Top,Evaluation and management
19,0.6883712494257097,fractures,99231,Top,Evaluation and management
20,0.6876929483788896,coronary,99231,Top,Evaluation and management
21,0.68707926367425,one week,99231,Top,Evaluation and management
22,0.6866387865643003,rule,99231,Top,Evaluation and management
23,0.6864118404981812,pain disp,99231,Top,Evaluation and management
24,0.6860994039222978,discharged,99231,Top,Evaluation and management
25,0.6849839489162328,crystals,99231,Top,Evaluation and management
26,0.6836184364820932,hours pain,99231,Top,Evaluation and management
27,0.6826041739286415,rotator,99231,Top,Evaluation and management
28,0.6809357821147232,lipitor mg,99231,Top,Evaluation and management
29,0.6809261203500123,daily calcium,99231,Top,Evaluation and management
30,0.680923553448379,diverticulitis,99231,Top,Evaluation and management
31,0.6802466711470698,lima,99231,Top,Evaluation and management
32,0.6802173827016671,discomfort,99231,Top,Evaluation and management
33,0.679390839364244,quite,99231,Top,Evaluation and management
34,0.6788698818373109,tablet er,99231,Top,Evaluation and management
35,0.6783873425830178,diabetes,99231,Top,Evaluation and management
36,0.677086355750784,exertion,99231,Top,Evaluation and management
37,0.6769141574335871,laa,99231,Top,Evaluation and management
38,0.6762729472616014,rotator cuff,99231,Top,Evaluation and management
39,0.6757001743902256,chest tube,99231,Top,Evaluation and management
40,0.6741235054550565,fraction,99231,Top,Evaluation and management
41,0.6714628233039726,insufficiency,99231,Top,Evaluation and management
42,0.6708186532423837,renal artery,99231,Top,Evaluation and management
43,0.6696104804628251,bruits,99231,Top,Evaluation and management
44,0.6689288639104919,er particles,99231,Top,Evaluation and management
45,0.6673907325309273,aspirin,99231,Top,Evaluation and management
46,0.666508040978508,found,99231,Top,Evaluation and management
47,0.6663092984460341,fracture,99231,Top,Evaluation and management
48,0.6659808186420433,discharged rehab,99231,Top,Evaluation and management
49,0.6658184448415911,ercp,99231,Top,Evaluation and management
50,0.665504510703805,particles crystals,99231,Top,Evaluation and management
51,0.6651442802391033,pedal,99231,Top,Evaluation and management
52,0.664238325339185,tablet extended,99231,Top,Evaluation and management
53,0.6635400428552096,patient admitted,99231,Top,Evaluation and management
54,0.6629688349666988,platelet,99231,Top,Evaluation and management
55,0.6626016884079827,lima lad,99231,Top,Evaluation and management
56,0.6623073646886118,capsule mouth,99231,Top,Evaluation and management
57,0.6617062650746212,preoperative,99231,Top,Evaluation and management
58,0.6614567600067776,medically,99231,Top,Evaluation and management
59,0.6613069929495672,week mg,99231,Top,Evaluation and management
60,0.6606133046986349,meq,99231,Top,Evaluation and management
61,0.6595464098587771,noxious,99231,Top,Evaluation and management
62,0.6594875077424389,units units,99231,Top,Evaluation and management
63,0.6591309904870608,esrd,99231,Top,Evaluation and management
64,0.6587254118463,particles,99231,Top,Evaluation and management
65,0.6586486210347752,proceed,99231,Top,Evaluation and management
66,0.6585998129600781,ascending aorta,99231,Top,Evaluation and management
67,0.6581026655932208,procedure,99231,Top,Evaluation and management
68,0.6580862276649541,depression,99231,Top,Evaluation and management
69,0.6577479131785791,discharge cardiothoracic,99231,Top,Evaluation and management
70,0.657358888767556,vessel disease,99231,Top,Evaluation and management
71,0.6573170759828274,ejection fraction,99231,Top,Evaluation and management
72,0.6570704580726818,coronary artery,99231,Top,Evaluation and management
73,0.6566139574778217,heart regular,99231,Top,Evaluation and management
74,0.6559584935636447,left main,99231,Top,Evaluation and management
75,0.6557413783086709,ostial,99231,Top,Evaluation and management
76,0.6546533996665655,roof,99231,Top,Evaluation and management
77,0.6546321735831984,contrast body,99231,Top,Evaluation and management
78,0.6544578952520791,stress test,99231,Top,Evaluation and management
79,0.6542828448267448,patient underwent,99231,Top,Evaluation and management
80,0.6542819810026693,gerd,99231,Top,Evaluation and management
81,0.6534790552221658,eval,99231,Top,Evaluation and management
82,0.6533188891116217,penicillin,99231,Top,Evaluation and management
83,0.6532965503227756,cabg lima,99231,Top,Evaluation and management
84,0.6530643679909031,psychiatric,99231,Top,Evaluation and management
85,0.6523816413558672,syndrome,99231,Top,Evaluation and management
86,0.651549333404232,nuclear,99231,Top,Evaluation and management
87,0.6514969567177872,upon,99231,Top,Evaluation and management
88,0.6513006386922988,medquist job,99231,Top,Evaluation and management
89,0.6513006386922988,medquist,99231,Top,Evaluation and management
90,0.6509211637874618,experience,99231,Top,Evaluation and management
91,0.6505989294733286,left sided,99231,Top,Evaluation and management
92,0.6505659445103704,rib,99231,Top,Evaluation and management
93,0.6501519130362826,occurs,99231,Top,Evaluation and management
94,0.6494609612404411,cabg,99231,Top,Evaluation and management
95,0.6493507312080256,psychiatry,99231,Top,Evaluation and management
96,0.6493439740200647,male,99231,Top,Evaluation and management
97,0.6488737854992727,surgery,99231,Top,Evaluation and management
98,0.6483964564274289,cabgx,99231,Top,Evaluation and management
99,0.648227090372708,status changes,99231,Top,Evaluation and management
0,0.28611792844642653,amiodarone,99232,Bottom,Evaluation and management
1,0.28933212378943635,bilateral,99232,Bottom,Evaluation and management
2,0.3221952145671233,head ct,99232,Bottom,Evaluation and management
3,0.322604373052724,dr call,99232,Bottom,Evaluation and management
4,0.3237841673821228,emergency room,99232,Bottom,Evaluation and management
5,0.3249984789426934,bladder,99232,Bottom,Evaluation and management
6,0.32543308580881236,became,99232,Bottom,Evaluation and management
7,0.3256624645739586,temp,99232,Bottom,Evaluation and management
8,0.3277692260732783,ng,99232,Bottom,Evaluation and management
9,0.33322168923090045,mechanical,99232,Bottom,Evaluation and management
10,0.3358654632034731,rales,99232,Bottom,Evaluation and management
11,0.33600476509075256,hypotension,99232,Bottom,Evaluation and management
12,0.3361674946821671,hd,99232,Bottom,Evaluation and management
13,0.3388387031070454,sertraline mg,99232,Bottom,Evaluation and management
14,0.3433551937849123,commands,99232,Bottom,Evaluation and management
15,0.3480897284744111,masses,99232,Bottom,Evaluation and management
16,0.3491601811347573,colace,99232,Bottom,Evaluation and management
17,0.35105031556337213,emergency,99232,Bottom,Evaluation and management
18,0.3515684441606146,zosyn,99232,Bottom,Evaluation and management
19,0.3518572201609514,subsequently,99232,Bottom,Evaluation and management
20,0.3518598568144638,signs,99232,Bottom,Evaluation and management
21,0.35292578658541857,sertraline,99232,Bottom,Evaluation and management
22,0.3540508450623325,icu,99232,Bottom,Evaluation and management
23,0.3542257697234519,sounds present,99232,Bottom,Evaluation and management
24,0.35487420772677675,reconstruction,99232,Bottom,Evaluation and management
25,0.35533190359452577,upper lobe,99232,Bottom,Evaluation and management
26,0.3558202270952165,daily simvastatin,99232,Bottom,Evaluation and management
27,0.35686506035665067,calcium,99232,Bottom,Evaluation and management
28,0.35739482697672176,cerebellar,99232,Bottom,Evaluation and management
29,0.35788173462909484,lopressor,99232,Bottom,Evaluation and management
30,0.3595553392199009,extensive,99232,Bottom,Evaluation and management
31,0.36073068585650986,htn hyperlipidemia,99232,Bottom,Evaluation and management
32,0.36184964299692945,markedly,99232,Bottom,Evaluation and management
33,0.3639064273064279,bp,99232,Bottom,Evaluation and management
34,0.3641057733247909,propofol,99232,Bottom,Evaluation and management
35,0.36417636003204745,rehab,99232,Bottom,Evaluation and management
36,0.36431595748248485,room,99232,Bottom,Evaluation and management
37,0.3646691698778239,intubation,99232,Bottom,Evaluation and management
38,0.3655498016265501,atrial fibrillation,99232,Bottom,Evaluation and management
39,0.3658669889843257,given,99232,Bottom,Evaluation and management
40,0.36607447371942436,postoperative day,99232,Bottom,Evaluation and management
41,0.3663589045872237,ventilation,99232,Bottom,Evaluation and management
42,0.367106609939001,posterior,99232,Bottom,Evaluation and management
43,0.36943704578435393,breath sounds,99232,Bottom,Evaluation and management
44,0.37072884810263035,sutures,99232,Bottom,Evaluation and management
45,0.37082513168143366,sats,99232,Bottom,Evaluation and management
46,0.3708368728516734,colitis,99232,Bottom,Evaluation and management
47,0.3708735644752172,expired,99232,Bottom,Evaluation and management
48,0.37210947313681947,followup,99232,Bottom,Evaluation and management
49,0.3725115115451397,rhythm without,99232,Bottom,Evaluation and management
50,0.372810435200256,intubated,99232,Bottom,Evaluation and management
51,0.3730499950646089,breath,99232,Bottom,Evaluation and management
52,0.37332067815190967,ca,99232,Bottom,Evaluation and management
53,0.37412200247619715,cxr,99232,Bottom,Evaluation and management
54,0.37424092444077744,daily days,99232,Bottom,Evaluation and management
55,0.37448082763312085,ivc,99232,Bottom,Evaluation and management
56,0.3747706728622057,colostomy,99232,Bottom,Evaluation and management
57,0.3748749046544726,drugs,99232,Bottom,Evaluation and management
58,0.37498275461521047,tid times,99232,Bottom,Evaluation and management
59,0.37530527854006057,yo female,99232,Bottom,Evaluation and management
60,0.3753288679756414,expired expired,99232,Bottom,Evaluation and management
61,0.3753442879487119,vss,99232,Bottom,Evaluation and management
62,0.3757578420958235,mg blood,99232,Bottom,Evaluation and management
63,0.37612077296516094,bladder cancer,99232,Bottom,Evaluation and management
64,0.37701718444232013,scattered,99232,Bottom,Evaluation and management
65,0.3776802312443933,pelvic,99232,Bottom,Evaluation and management
66,0.37791977431756085,rr,99232,Bottom,Evaluation and management
67,0.3780480692052391,famotidine,99232,Bottom,Evaluation and management
68,0.37821785582858164,totbili pm,99232,Bottom,Evaluation and management
69,0.378387087408159,tpn,99232,Bottom,Evaluation and management
70,0.37849885455321064,fluoxetine,99232,Bottom,Evaluation and management
71,0.3791210063403375,vent,99232,Bottom,Evaluation and management
72,0.379163622145327,lorazepam mg,99232,Bottom,Evaluation and management
73,0.3796489004616931,anxiety,99232,Bottom,Evaluation and management
74,0.3798332485972296,repeat head,99232,Bottom,Evaluation and management
75,0.37983637144868454,amiodarone mg,99232,Bottom,Evaluation and management
76,0.37992445684471593,colace mg,99232,Bottom,Evaluation and management
77,0.3800630484172205,calcium phos,99232,Bottom,Evaluation and management
78,0.38040418090041755,ext,99232,Bottom,Evaluation and management
79,0.38048778915341863,filter,99232,Bottom,Evaluation and management
80,0.38138113075204416,wheezes rales,99232,Bottom,Evaluation and management
81,0.3815696127785494,called,99232,Bottom,Evaluation and management
82,0.38168833929250656,total,99232,Bottom,Evaluation and management
83,0.3819386507289688,phos mg,99232,Bottom,Evaluation and management
84,0.3828633447539559,ectopy,99232,Bottom,Evaluation and management
85,0.38287083719030585,ivc filter,99232,Bottom,Evaluation and management
86,0.3835958913660107,administered,99232,Bottom,Evaluation and management
87,0.3838554416281995,child,99232,Bottom,Evaluation and management
88,0.38412983664454164,aspiration pneumonia,99232,Bottom,Evaluation and management
89,0.3844306531694497,none,99232,Bottom,Evaluation and management
90,0.3849185920521133,rectal,99232,Bottom,Evaluation and management
91,0.38500390120956957,trach,99232,Bottom,Evaluation and management
92,0.38508124413895123,agitation,99232,Bottom,Evaluation and management
93,0.3852586118970316,event,99232,Bottom,Evaluation and management
94,0.3854061665967195,mg pm,99232,Bottom,Evaluation and management
95,0.38595604345786033,angap blood,99232,Bottom,Evaluation and management
96,0.38658868569234267,blood albumin,99232,Bottom,Evaluation and management
97,0.38663210018565153,mg syringe,99232,Bottom,Evaluation and management
98,0.386849403829691,female,99232,Bottom,Evaluation and management
99,0.3869176050997482,peep,99232,Bottom,Evaluation and management
0,0.7630492569026336,cath,99232,Top,Evaluation and management
1,0.7623274239577146,discharge medquist,99232,Top,Evaluation and management
2,0.7495683829121643,heart block,99232,Top,Evaluation and management
3,0.7430726779570841,drug,99232,Top,Evaluation and management
4,0.727278425463957,liver,99232,Top,Evaluation and management
5,0.720440938741456,hospitalization,99232,Top,Evaluation and management
6,0.7048040398398839,endocarditis,99232,Top,Evaluation and management
7,0.698994235712472,speaking,99232,Top,Evaluation and management
8,0.6907485776071238,block,99232,Top,Evaluation and management
9,0.6874491912841975,right femoral,99232,Top,Evaluation and management
10,0.6821686598503394,ischemia,99232,Top,Evaluation and management
11,0.6799807115763716,cirrhosis,99232,Top,Evaluation and management
12,0.6773916237963563,discharge patient,99232,Top,Evaluation and management
13,0.6687873852867661,increased,99232,Top,Evaluation and management
14,0.667388505303659,job,99232,Top,Evaluation and management
15,0.667177692963272,lesion,99232,Top,Evaluation and management
16,0.6670521225763851,pancreatitis,99232,Top,Evaluation and management
17,0.6666702500885074,imdur,99232,Top,Evaluation and management
18,0.6643381305335515,cigarettes,99232,Top,Evaluation and management
19,0.6639339729190674,ligation,99232,Top,Evaluation and management
20,0.6638794243013221,cleared,99232,Top,Evaluation and management
21,0.6630941359648241,dyslipidemia hypertension,99232,Top,Evaluation and management
22,0.6618921707280423,cath lab,99232,Top,Evaluation and management
23,0.6617606148621923,gabapentin,99232,Top,Evaluation and management
24,0.6617349093112274,cardiac cath,99232,Top,Evaluation and management
25,0.6610431547411764,device clinic,99232,Top,Evaluation and management
26,0.6605213857837363,nondistended positive,99232,Top,Evaluation and management
27,0.6603082879230846,patent,99232,Top,Evaluation and management
28,0.6580490925074873,gabapentin mg,99232,Top,Evaluation and management
29,0.6550524203210633,complete heart,99232,Top,Evaluation and management
30,0.6545396328897359,cardiovascular regular,99232,Top,Evaluation and management
31,0.6542066186958831,knee popliteal,99232,Top,Evaluation and management
32,0.6537397500194371,esophagogastroduodenoscopy,99232,Top,Evaluation and management
33,0.6531411291541702,building,99232,Top,Evaluation and management
34,0.6526217431327459,cardiac catheterization,99232,Top,Evaluation and management
35,0.6513427730134532,pod transferred,99232,Top,Evaluation and management
36,0.649833009775484,esophagus,99232,Top,Evaluation and management
37,0.6497971615617111,pt inr,99232,Top,Evaluation and management
38,0.6496086635254693,capsule,99232,Top,Evaluation and management
39,0.6495807616545233,hepatocellular,99232,Top,Evaluation and management
40,0.648731086083454,drug use,99232,Top,Evaluation and management
41,0.648383714953188,hypo,99232,Top,Evaluation and management
42,0.6483496097910303,neurontin,99232,Top,Evaluation and management
43,0.6477572508238147,liver transplant,99232,Top,Evaluation and management
44,0.6476344609774134,incisions,99232,Top,Evaluation and management
45,0.6465132709741128,temperature,99232,Top,Evaluation and management
46,0.6463469194569271,involved,99232,Top,Evaluation and management
47,0.6462427573963736,chem,99232,Top,Evaluation and management
48,0.6460666724180637,left ventricular,99232,Top,Evaluation and management
49,0.6440360241384786,question,99232,Top,Evaluation and management
50,0.6433977054545653,four times,99232,Top,Evaluation and management
51,0.6425961600210514,taking,99232,Top,Evaluation and management
52,0.6421214121492901,constipation,99232,Top,Evaluation and management
53,0.6419781770984473,neurontin mg,99232,Top,Evaluation and management
54,0.6415124252463555,cbc chem,99232,Top,Evaluation and management
55,0.6414169110075701,amlodipine,99232,Top,Evaluation and management
56,0.6408364555134719,hepatocellular carcinoma,99232,Top,Evaluation and management
57,0.6406001502200495,presented,99232,Top,Evaluation and management
58,0.6400880464906672,surgeon,99232,Top,Evaluation and management
59,0.6394318687844437,bm,99232,Top,Evaluation and management
60,0.638868144574665,patient maintained,99232,Top,Evaluation and management
61,0.6387523741926021,spanish,99232,Top,Evaluation and management
62,0.6385774676030697,psh,99232,Top,Evaluation and management
63,0.6385264312020047,hypo basal,99232,Top,Evaluation and management
64,0.6376853719725998,cream,99232,Top,Evaluation and management
65,0.6374249676390016,acomm,99232,Top,Evaluation and management
66,0.6372350207403144,mg po,99232,Top,Evaluation and management
67,0.6369254857818646,varices,99232,Top,Evaluation and management
68,0.6364979392388731,catheterization,99232,Top,Evaluation and management
69,0.6362614800537484,moderate,99232,Top,Evaluation and management
70,0.6359703156453338,ranitidine,99232,Top,Evaluation and management
71,0.635932805708862,told,99232,Top,Evaluation and management
72,0.6352850861822147,device,99232,Top,Evaluation and management
73,0.6346072175408898,biocor,99232,Top,Evaluation and management
74,0.6345354616550222,graft left,99232,Top,Evaluation and management
75,0.6344893711681407,hepatic,99232,Top,Evaluation and management
76,0.6341576662802942,wrist,99232,Top,Evaluation and management
77,0.6339869362228466,synthroid,99232,Top,Evaluation and management
78,0.6337479219324675,ncat,99232,Top,Evaluation and management
79,0.6336131868386176,rare,99232,Top,Evaluation and management
80,0.633277800687879,use,99232,Top,Evaluation and management
81,0.6328213565280432,outpatient,99232,Top,Evaluation and management
82,0.6320391573651772,basal,99232,Top,Evaluation and management
83,0.6317577631933322,drainage,99232,Top,Evaluation and management
84,0.6315503633562333,cl blood,99232,Top,Evaluation and management
85,0.6315242966676723,well erythema,99232,Top,Evaluation and management
86,0.6314165315163696,dyslipidemia,99232,Top,Evaluation and management
87,0.6311780852835869,seizures,99232,Top,Evaluation and management
88,0.6309687930137635,dp,99232,Top,Evaluation and management
89,0.630277408766634,wall motion,99232,Top,Evaluation and management
90,0.6302467989354759,patient male,99232,Top,Evaluation and management
91,0.6301204771067712,hernia,99232,Top,Evaluation and management
92,0.6297515457911009,nitroglycerin drip,99232,Top,Evaluation and management
93,0.6296573209372767,cardiologist,99232,Top,Evaluation and management
94,0.6294461433804723,ursodiol,99232,Top,Evaluation and management
95,0.6293646802993282,three days,99232,Top,Evaluation and management
96,0.6290457315480562,mg per,99232,Top,Evaluation and management
97,0.6288342715154002,healing,99232,Top,Evaluation and management
98,0.6287882723773143,services,99232,Top,Evaluation and management
99,0.6286595782550386,drink,99232,Top,Evaluation and management
0,0.17164556105714304,expired,99233,Bottom,Evaluation and management
1,0.2320684051277483,discharge surgery,99233,Bottom,Evaluation and management
2,0.2527377239807168,surgery,99233,Bottom,Evaluation and management
3,0.2609305183981374,taken,99233,Bottom,Evaluation and management
4,0.2651945758448778,intubated,99233,Bottom,Evaluation and management
5,0.2849520619023909,status post,99233,Bottom,Evaluation and management
6,0.2909725506502074,artery,99233,Bottom,Evaluation and management
7,0.2921029916713234,graft,99233,Bottom,Evaluation and management
8,0.29447369964306025,consulted,99233,Bottom,Evaluation and management
9,0.30285146935953816,osh,99233,Bottom,Evaluation and management
10,0.30602399528162777,trauma,99233,Bottom,Evaluation and management
11,0.30733940097420803,ccu,99233,Bottom,Evaluation and management
12,0.3077236867049667,percocet,99233,Bottom,Evaluation and management
13,0.31074728263287116,ischemic,99233,Bottom,Evaluation and management
14,0.3109402829504427,distal,99233,Bottom,Evaluation and management
15,0.31561206866500524,noxious,99233,Bottom,Evaluation and management
16,0.3162836005872976,catheterization,99233,Bottom,Evaluation and management
17,0.3167954493114056,drain,99233,Bottom,Evaluation and management
18,0.3182684860608948,femoral,99233,Bottom,Evaluation and management
19,0.3183129237914225,operative,99233,Bottom,Evaluation and management
20,0.3186430483962677,heart block,99233,Bottom,Evaluation and management
21,0.3193221755848175,pacemaker,99233,Bottom,Evaluation and management
22,0.3201686620148383,pump,99233,Bottom,Evaluation and management
23,0.32184607487794475,coronary,99233,Bottom,Evaluation and management
24,0.32194858621676903,bypass,99233,Bottom,Evaluation and management
25,0.3225884666070994,operating,99233,Bottom,Evaluation and management
26,0.3233102319771207,bupropion,99233,Bottom,Evaluation and management
27,0.32581027239412647,artery stenosis,99233,Bottom,Evaluation and management
28,0.32656736010090365,amiodarone,99233,Bottom,Evaluation and management
29,0.3268665549702554,abscess,99233,Bottom,Evaluation and management
30,0.3271848776562461,chest,99233,Bottom,Evaluation and management
31,0.3273904234024761,toprol,99233,Bottom,Evaluation and management
32,0.3277424439390729,medquist,99233,Bottom,Evaluation and management
33,0.3277424439390729,medquist job,99233,Bottom,Evaluation and management
34,0.33088145555347304,neg,99233,Bottom,Evaluation and management
35,0.33253208717985827,cath,99233,Bottom,Evaluation and management
36,0.33420788100606436,pacer,99233,Bottom,Evaluation and management
37,0.33437597528118057,good,99233,Bottom,Evaluation and management
38,0.3343969416390995,xl,99233,Bottom,Evaluation and management
39,0.33484221016280236,epidural,99233,Bottom,Evaluation and management
40,0.3355169832017866,operating room,99233,Bottom,Evaluation and management
41,0.33643018999453217,ep,99233,Bottom,Evaluation and management
42,0.33684858412897045,gag,99233,Bottom,Evaluation and management
43,0.33805816276811756,condition,99233,Bottom,Evaluation and management
44,0.3381721760745291,carotid,99233,Bottom,Evaluation and management
45,0.3390359624897687,taken operating,99233,Bottom,Evaluation and management
46,0.3402899743849634,neurosurgery,99233,Bottom,Evaluation and management
47,0.3416489726308946,corneal,99233,Bottom,Evaluation and management
48,0.3433865574546505,om,99233,Bottom,Evaluation and management
49,0.34439101742161404,coronary artery,99233,Bottom,Evaluation and management
50,0.3444293727433025,greater,99233,Bottom,Evaluation and management
51,0.3458449573625613,back pain,99233,Bottom,Evaluation and management
52,0.34635278562578087,surgery patient,99233,Bottom,Evaluation and management
53,0.34675162910690216,area,99233,Bottom,Evaluation and management
54,0.34716786467599553,alone,99233,Bottom,Evaluation and management
55,0.34851656599631253,reason examination,99233,Bottom,Evaluation and management
56,0.3490395160335765,complete heart,99233,Bottom,Evaluation and management
